Publisher,Score,Magnitude,Keywords,Trump
foxnews.com,-0.300000012,1.700000048,sold investigation flake probe kavanaugh bongino kavanaughs delay sexual jeff senate gop lawmaker fbi sen spine ,0
foxnews.com,0,0.400000006,update investigation flake delay kavanaugh coming republicans apart allegations democrats vote seams senate fbi defends ,0
foxnews.com,-0.300000012,1.5,maryland investigation kavanaugh montgomery sexual allegations criminal theyll victim say county investigate complaint assault authorities files states ,0
foxnews.com,0,2.299999952,coach kavanaugh piece today hit girls allegations able media article usa social kids coaching courts stay basketball ,0
foxnews.com,-0.100000001,2.299999952,kavanaugh anger democrats mccains boy john choir mccain look senate lindsey vote sen hearing graham ,0
foxnews.com,0,0.400000006,endorsed attorney patrick west morrisey campaign republican work trump senate virginia look hopeful primary ,0
foxnews.com,0,1.700000048,swetnick investigation accusers kavanaugh report sexual week limits fbis inquiry house trump senate white fbi ,0
foxnews.com,-0.200000003,1.299999952,confirmation press washington kavanaugh feinstein democrats information public judiciary senate look power hearing ford ,0
foxnews.com,-0.100000001,1,hes investigation friend flake probe kavanaugh school kavanaughs sexual high judiciary fbi senate hearings reacts heartbreaking ,0
foxnews.com,-0.200000003,1.799999952,america committee kavanaugh defeated long authoritarianism feinstein allegations shows divisive democrats supreme hilton destroy steve hearing ford ,0
foxnews.com,-0.100000001,0.699999988,day voters kavanaugh exactly early idea states absentee john thought debate fund shouldnt election vote turnout voting founders ,0
foxnews.com,-0.200000003,2,committee confirmation kavanaugh kavanaughs gang calling allegations democrats allegation circus cruz partisan smears ,0
foxnews.com,-0.200000003,1.299999952,sound man namkoong washington overharvesting gets cucumbers puget seafood sea illegal tribal prison fish ,0
foxnews.com,-0.200000003,1.299999952,dalton man large spokesperson freeloading breakfastbuffet area georgias bandit told fox longer suspect say breakfast inn free hotels ,0
foxnews.com,-0.100000001,1.100000024,man 20 accident report food wood velda tree kills missouri window drivethru car freak st box torso jack ,0
foxnews.com,-0.200000003,1.600000024,president korea russia speech regime assembly warned trump iran blast general nuclear sanctions north ,0
foxnews.com,0.200000003,1.700000048,took festival sends citizen barrier court supreme thousands collapse global panic york spectators senate republican justice central sen urged park ,0
foxnews.com,-0.400000006,2,man dog pit authorities arlington dogs according graphic photos texas savage disfigured sturges 11 cbs ears attack ,0
foxnews.com,-0.200000003,1.200000048,unable walks walk game base long ovation took david week york mets wright went farewell touching ,0
foxnews.com,0.100000001,1.100000024,album support snl west known sported yhandi ahead shared announces appearance kanye ye sweatshirt ,0
foxnews.com,-0.100000001,2.200000048,man viewers standing ratings fox big network comedy abc series sitcom season fridaynight debuts ,0
foxnews.com,-0.5,2.799999952,confirmation message flake email despicable kavanaugh republicans misleading vote calls look pelosi sent fundraising hearings ,0
foxnews.com,-0.300000012,1.600000024,track state palins palin report charges arrested domestic alaska eldest troopers violence sarah son ,0
foxnews.com,-0.300000012,1.899999976,lindsay gets im parents dont refugee trafficking lohan syrian punched yelling face children kids trying youre video ,0
foxnews.com,-0.200000003,2.299999952,president walls album singing streisands dont world single song blasts sleep trump lie barbra streisand ,0
foxnews.com,-0.400000006,2.099999905,sanford 1yearold left daughter hotcar realize arrested work woman pollard kit didnt arrest florida went car death ,0
foxnews.com,-0.100000001,1.399999976,mississippi killed report heroes lost duty line white shootout saidthe officers lives ,0
foxnews.com,0,1.5,meddling whats macedonia union macedonias alexander zaev russian mulls change vote warns greece nato greek switch ,0
foxnews.com,0,0.600000024,airport wage workers highest employees nations airports nyc york hour port earn increase minimum ,0
foxnews.com,0.600000024,3.200000048,state scenic fall best country area mountain foliage great mountains national park ,0
foxnews.com,-0.200000003,1.600000024,newborn mom milk brown center told orange woman claims park mistakenly wrong medical breastfed florida son ,0
foxnews.com,0,0.800000012,quentin wrong family bowl brings womans ali dawn stranger burke kind canadian wake number auntie fruit text ,0
foxnews.com,-0.100000001,0.899999976,kavanaugh scene challenger media ted orourke misconduct incident important cruz scrutinizes tried pass gives treated car orourkes ,0
usatoday.com,-0.300000012,1.700000048,earlier incorrectly misidentified version misstated article video usa incorrect clarifications previous corrections ,0
usatoday.com,-0.200000003,1.100000024,ramirez contacted investigation kavanaugh kavanaughs sexual brett allegations told court senate fbi assault agents deborah ,0
usatoday.com,-0.200000003,1,committee investigation explain flake kavanaugh someones brett coons scenes trump fbi senate vote sen ,0
usatoday.com,-0.100000001,1.100000024,committee offers plenty kavanaugh week brett allegations background judge party say trump investigate senate fords fbi ford officials ,0
usatoday.com,-0.200000003,1,committee witness potential ford mark kavanaughs kavanaugh brett allegations judge judiciary senate cooperate fbi fords friend ,0
usatoday.com,0,1.600000024,committee showdown hinges blasey kavanaugh questions court supreme republican senate believe senators vs analysis hearing ford ,0
usatoday.com,0,1.5,schreiber federal family girl adopted immigration age court uncle late leave adoption kansas koreanborn hyebin south ,0
usatoday.com,-0.200000003,1.5,musk relinquish elon charges pay company teslas funding agreement tesla sec role remain days chairman twitter settles ,0
usatoday.com,-0.100000001,2.599999905,pandemic virus potential influenza killed today 100 50 world happen vaccine public according ago million health flu ,0
usatoday.com,0,0.200000003,committee statements gave man kavanaugh kavanaughs person asks allegations judiciary investigate forward senate false fbi panel ,0
usatoday.com,-0.100000001,1,kavanaugh brett allegations week court supreme ahead results fbi senate white looking nominee whats ,0
usatoday.com,0,1.600000024,alwyn rare sheer joe boyfriend swift west taylor swifts black showed dress outing public steps york ,0
usatoday.com,0,0.400000006,johnson committee suggests blasey senator kavanaugh haren alleged judiciary vote false christine gop memories testimony van assault senate ford ,0
usatoday.com,0.100000001,0.600000024,onehanded juwan wr state johnson receiver week wide nabs play lions ohio penn usa nittany vs nominee ,0
usatoday.com,0,1.700000048,president running im including michael elizabeth presidential according trump midterms warren look powerful shell sen hard ,0
usatoday.com,0.100000001,1.899999976,cup ryder team european amid europe american le heard usa fans tie fight roars golf national ,0
usatoday.com,0,1.600000024,coach dodson yanks state player jimbo quarterback week arkansas win tyrel fisher usa texas facemask scuffle ,0
usatoday.com,0,1.299999952,water area giles shark injures lobster 13 boy according encinitas southern beach california attack ,0
usatoday.com,0,0.200000003,let manage return blue finale catcher john jays step russell toronto manager martin season gibbons ,0
usatoday.com,-0.100000001,0.899999976,classes thing bourdain im course yep anthony kennedy work students class film ,0
usatoday.com,0,0.800000012,winning final ryder retain cup amdimeglio wins team today pairings usa trophy expert vs picks justin united states matches ,0
usatoday.com,0.600000024,3.400000095,state gasstation best ratings 50 road trip coffee station states gas ,0
usatoday.com,0.200000003,0.600000024,weeks tv plenty movie premieres 100 best tatum celebrity ops noneseptember photos rihanna number 2018 ,0
usatoday.com,0,2.400000095,establishments date state entertainment fewest cost idea 100000 recreation average restaurants arts looking love does ,0
usatoday.com,-0.200000003,2,flake kavanaugh country sexual confronted wont brett power women survivors jeff tell vote assault stand injustice ,0
usatoday.com,0,1.5,heres taussig bounced able monahan work financial wiped heather financially things divorce example son ,0
usatoday.com,-0.600000024,3.200000048,users account data facebook biggest 50 breach worse feature accounts security million attackers access facebooks ,0
usatoday.com,0.800000012,4,sale 30 cables tv amazon cable save best price code deals weekend youre ,0
usatoday.com,-0.100000001,1.700000048,tattoo threatening nba fine fumes smith supreme jr wrote cover cavaliers went season players ,0
usatoday.com,-0.100000001,1.700000048,football state footballs college close week headlined quarterback shave winners syracuse teams clemsons lawrence tigers clemson swinney losers win ,0
usatoday.com,0.300000012,1.700000048,pressure nl enjoying cubs title game little really brewers lot division theyre central win battle ,0
usatoday.com,0,0.400000006,moore president film trumpera political director movie documentaries documentary junkies guide deluge trump presidential drama nixon hottopic brings ,0
usatoday.com,0,0.800000012,entertainment season tops gaga star cooper week bradley living born toro series film lady ,0
usatoday.com,0.100000001,0.800000012,committee right opinion coach school kavanaugh girls safesport brett longer criminal judiciary senate mcfadden basketball ,0
usatoday.com,0,1.399999976,ice sponsors immigrant rule parents longer preparing trump children getting budget detain detention westchester increase immigrants ,0
usatoday.com,-0.100000001,1.700000048,investigation kavanaugh testimonies republicans allegations republican cry democrats judge senate vs vote hearing ford ,0
usatoday.com,-0.200000003,1.200000048,committee investigation kavanaugh serve brett republican judge supreme jeff judiciary unfit senate partisan senators fbi flakes ,0
usatoday.com,-0.5,2.599999905,account exposed zuckerberg view password know facebook 50 steps accounts security million social ,0
usatoday.com,-0.400000006,2.5,lawmakers hearing bias search questions testify congress pichai ceo results trump sundar answer conservative google tech ,0
usatoday.com,-0.300000012,2.099999905,heres deliveries gig pay companies eats grubhub economy doordash salaries average uber delivering based drivers delivery ,0
usatoday.com,0,0,border getty world nonethe canada niagara awesome images river rivers ,0
usatoday.com,0.5,2.799999952,historic preserved left state walls place decay arrested visitors house prison bodie evocative preservation structures ,0
usatoday.com,0,3.200000048,whitey 25 gardens cities wardens biggest francisco mustvisit hidden flowers americas prison rock park alcatraz san parks ,0
usatoday.com,0.400000006,3.400000095,haunted rides disney characters minus world fun fantasy fear party halloween space park magic parks ,0
usatoday.com,0.100000001,2.700000048,tv pricefor upgrade deal lowest oled e8 picture youll amazing small usually quality ,0
usatoday.com,0.800000012,4.300000191,affordable d3 cost best bobi irobot vacuums vacuum roomba 11s pet robot 2018 ,0
washingtonpost.com,-0.100000001,0.899999976,thinks moment 2020 kavanaugh michael told bannon threat democrats trump run white democratic avenatti steve sen ,0
washingtonpost.com,-0.100000001,0.800000012,reacted flake kavanaugh kavanaughs delay sean fox nomination ingraham jeff fbi senate maneuver senators flaked vote hannity laura ,0
washingtonpost.com,-0.100000001,1.200000048,man state blasey washington senator kavanaugh sexual told alleged fain wrote rapist woman senate christine denies spurred faber ford ,0
washingtonpost.com,-0.300000012,1.899999976,settlement statements musk resigning elon company musks teslas fine investors tesla sec million executive chairman deal paying settles ,0
washingtonpost.com,-0.200000003,1.100000024,president aclu kavanaugh nomination court supreme rights civil trump didnt nominees justice organization stays neutral typically ,0
washingtonpost.com,0,2,swetnick swetnicks kavanaugh washington school high father fontaine accuser security avenatti julie ,0
washingtonpost.com,-0.100000001,1.200000048,mendler blasey kavanaugh kavanaughs confusing peters open judge say belligerent sistersinlaw testimony christine fords fbi felt ford ,0
washingtonpost.com,-0.100000001,0.899999976,investigation kavanaugh senator watch appendectomy sullivan republicans emergency process vote didnt senate hearings sen hearing ford ,0
washingtonpost.com,0.300000012,2.200000048,heres finally carter wayne album weezy v need lil know tha rapper money waynes ,0
washingtonpost.com,0,0.100000001,match singles commanding woods cup ryder spieth pairings lead europe sundays molinari tiger thomas vs holds win points matches ,0
washingtonpost.com,0.100000001,0.600000024,hes thing movie really d tenacious wants black paid postapocalypto going gass jack ,0
washingtonpost.com,0.200000003,1.399999976,coach looks state defense college touchdowns half quarterback week suddenly football winners vulnerable yards victory total clemson losers ,0
washingtonpost.com,-0.100000001,0.800000012,contacts committee investigation second kavanaugh kavanaughs sexual brett judiciary woman misconduct senate house white fbi accused ford ,0
washingtonpost.com,-0.200000003,2,political justices kavanaugh kavanaughs spotlight supreme court process democrats public defiant senate words partisan unwelcome politics ,0
washingtonpost.com,-0.100000001,2.200000048,investigation leak turns kavanaugh west nomination week uh cry judge trump virginia rallying fight white fbi partisan rally ,0
washingtonpost.com,0,1.399999976,aba bar committee kavanaugh kavanaughs nomination republicans court american dismissed judge judiciary association ago 12 senate concerns abas ,0
washingtonpost.com,-0.200000003,1.100000024,president aclu kavanaugh nomination court supreme rights civil trump didnt nominees justice organization stays neutral typically ,0
washingtonpost.com,0,0,test kerri washington view kavanaugh country television thinking nebraska trump husband mosleyfor laynette hearings women valerie ,0
washingtonpost.com,-0.200000003,1.700000048,committee moment strong political kavanaugh 2020 earned big brett democrats klobuchars trump klobuchar senate reviews demand rave ,0
washingtonpost.com,-0.200000003,1.200000048,kavanaugh kavanaughs protect recuse court supreme judge democrats qualified party legitimacy courts ,0
washingtonpost.com,-0.400000006,2.299999952,man friends washington research rapists know wife rapist children tell women tracked ,0
washingtonpost.com,0.300000012,1.600000024,president school kavanaugh exceptional yale lying elite schools told explains privilege likely upbringing ,0
washingtonpost.com,-0.400000006,2.200000048,isnt case yearbook school kavanaugh girl girls sexual sex humiliation boys men rape women ,0
washingtonpost.com,-0.100000001,2.400000095,substance school kavanaugh affluent rich high parents schools ones drink students boys likely alcohol teens abuse ,0
washingtonpost.com,-0.200000003,1.399999976,president political russia long regime realistic mr lacks iran policy iranian syria united states ,0
washingtonpost.com,0,1.399999976,resistance president breeds alarm russia pardon national department trumps presidential say trump security justice office power causes conservatives ,0
washingtonpost.com,-0.100000001,1.5,oklahoma wall 1921 black haunts centuryold tulsa white greenwood race city mass hooker street massacre ,0
washingtonpost.com,0,0.800000012,wind voters left proposals britain european jeremy deal labour party wooing brexit farms radical corbyn leader free tories conference ,0
washingtonpost.com,-0.100000001,1.200000048,sacrifice macri food vacations argentines interest credit economic intensifies economy past inflation peso argentina children internet crisis ,0
washingtonpost.com,-0.100000001,1.600000024,president reach hit vice indonesia palu nations tsunami earthquake city aid officials toll triggered quake death thousands ,0
washingtonpost.com,0,0.200000003,strike scene northeast indonesia palu tsunami shore sulawesi wave earthquake nearby settlements quickly triggered ,0
washingtonpost.com,0.100000001,1.299999952,president running watched question presidential elizabeth trump run look warren democratic powerful sen hard ,0
washingtonpost.com,0.5,2.900000095,stevenson camping boring trail dont need cooking ditch youll hanel ingredients eat mix youre meat ,0
washingtonpost.com,0.100000001,0.600000024,hes thing movie really d tenacious wants black paid postapocalypto going gass jack ,0
washingtonpost.com,0.400000006,2.400000095,washingtons meet emily glenstone washington raleses museum original work wealthy private art mitch couple rales artists ,0
