,Trump?,Publisher,Score,Higher Than 0,Magnitude,Together,Keywords
148,1,washingtontimes.com,0,0,1.100000024,0,reform hispanic smallbusiness tax leaders economic small needed businesses business owners rates
149,1,thehill.com,0.5,1,2.700000048,1.350000024,support recent tax economic muchneeded rate female entrepreneurs million womens women businesses cuts
150,1,washingtontimes.com,0,0,0.5,0,president coverage inside overall poll book standard living hillary soars trust trump beltway somewhat gallup
151,1,foxnews.com,-0.200000003,0,1.399999976,-0.279999999,president support issue operation media trump mainstream house communications white feminists wake women charge puts
152,1,washingtontimes.com,0,0,1.200000048,0,president cbo act enrollment rise care trump plans projects million costs obamacare inflation faster program
153,1,cnn.com,0,0,0.699999988,0,bring passed wisconsin house senate proposal votespeaking obamacare vote ryan chance bill paul grahamcassidy
154,1,usatoday.com,0,0,0.600000024,0,support tax businesses infrastructure trumps ubs public private economy small projects plan business gaining owners
155,1,thehill.com,0,0,0.800000012,0,allocates billion border 16 wall trumps funding house security million dhs homeland bill
156,1,nytimes.com,-0.100000002,0,1.399999976,-0.14,sanders opinion singlepayer countries example cure care public better costs health miracle plan spending united states
157,1,washingtontimes.com,0,0,1.799999952,0,president speech threats socialism nations trump security largely useless purpose north united regime
158,1,foxnews.com,0.400000006,1,2.200000048,0.880000032,island president irma camposduffy sean duffy maria great trump rep rico rachel help puerto effects making debt
159,1,washingtontimes.com,-0.100000002,0,0.899999976,-0.089999999,president items venezuela pushes speech tax week leadership republican socialism trump takes donald bill pass reins agenda
160,1,thehill.com,-0.200000003,0,1.799999952,-0.359999996,order korea united know states trumps trump executive things business sanctions north korean
161,1,wsj.com,0.200000003,1,1.5,0.300000005,reform needs tax growth success economic trump shrift treasury america wisely rates
162,1,foxnews.com,0,0,0.100000002,0,grover president reform job tax really republicans taxes victory happen works norquist americans win jobs
163,1,usatoday.com,0,0,0.600000024,0,president poll respect mr nfl good trump statement america doesnt athletes millions
164,1,usatoday.com,-0.100000002,0,1.399999976,-0.14,governments president foreign countries restrictions department threat information putting security dhs homeland
165,1,wsj.com,0.600000024,1,3,1.800000072,local regulatory operations faa age uas american pilot airspace trump drone donald program integration embraces
166,1,thehill.com,0,0,3,0,right competitive middle hits tax individual reforms trumps code trump corporate americas money class notes plan rates
167,1,washingtontimes.com,0,0,1.100000024,0,president piling horrible big week media good public trump newsrooms sad reporters extremely medias mistakes
168,1,thehill.com,-0.100000002,0,0.899999976,-0.089999999,manufacturers president massive beautiful speech nam tax businesses pitches trump rate code giant cut plan framework
169,1,nbcnews.com,-0.100000002,0,2,-0.200000003,vows opioid president sorensen drug heroin price treatment trump fight things win national crisis
170,1,foxnews.com,0.100000002,1,1.899999976,0.19,gunderson president stand im pain standing told leg hand bullet heard thomas women vegas survivor shot
171,1,washingtonpost.com,0,0,0.5,0,pressure president korea visit countries bid south leaders trip trump raise white trade asian north korean
172,1,washingtontimes.com,0,0,0.600000024,0,state relief tax republicans carolina income states solved level businesses business north rates
173,1,usatoday.com,0,0,0.5,0,oval manchin west tax cuts resume week democrats push trump reps house virginia white vegas office plan meeting
174,1,wsj.com,0.100000002,1,0.699999988,0.07,52year hits young lowest work unemployment summer youth rate low unemployed looking americans
175,1,thehill.com,0.200000003,1,1.399999976,0.279999999,president lands really monuments monument process public trump house starting todays shrink theres national
176,1,wsj.com,-0.200000003,0,0.800000012,-0.160000005,success tax growth taxes wages economy trump valid secular stagnation bust cuts
177,1,cnn.com,0,0,0.400000006,0,storm family visit pence spend region trump texas melania white rebuild victims karen lady
178,1,foxnews.com,0,0,1.399999976,0,president embassy tel israel orders officially trump decision israels recognizes capital jerusalem peace presidents
179,1,thehill.com,0,0,1.299999952,0,moving president america embassy israel mitzvah process trump city peace jerusalem capital law performs
180,1,wsj.com,0,0,1.299999952,0,storm carolinas credit carolina south young windblown hurricane north women florence survive
181,1,wsj.com,-0.300000012,0,2,-0.600000024,impose andrew turkey pastor mr turkeys trump brunson warns detention turkish sanctions officials
182,1,washingtontimes.com,-0.400000006,0,2.200000048,-0.880000032,cbo obamacare care health hidden senate insurance keeps plans things million analysis plan americans
183,1,nbcnews.com,-0.200000003,0,3.5,-0.70000001,state terrorist system immigration united department end terrorism security fraud lottery stop visa gambling national
184,1,washingtontimes.com,0.100000002,1,0.800000012,0.080000002,president commits defense poland soviet russia west poles russian mr trump aggression commitment donald nato slams warsaw
185,1,wsj.com,0,0,0.800000012,0,term justices kavanaugh kavanaughs nature mr collegial supreme change judge tenor court cases justice courts circuit
186,1,thehill.com,-0.200000003,0,1.299999952,-0.259999994,conversations information private trump contained classified comey material security personal fbi official comeys clinton memos
187,1,thehill.com,0.300000012,1,3.299999952,0.990000025,president reform tax black community american trump entrepreneurs gop small women business
188,1,thehill.com,-0.100000002,0,3.099999905,-0.309999995,pavlich recovery obama growth summer trump economy delivers stock retirement market jobs
189,1,wsj.com,0,0,0.600000024,0,rege boom seven manufacturing sector lead month unexpected average months stores factories added hiring jobs
190,1,usatoday.com,0.200000003,1,2.299999952,0.459999997,success tax incentive american good firms trump middleclass rate gop money americans bill jobs
191,1,washingtontimes.com,-0.100000002,0,1.5,-0.150000002,reform billion 300 report tax growth pay economic taxcut revenue senate add trillion treasury analysis plan cuts
192,1,nytimes.com,-0.100000002,0,1.5,-0.150000002,final political tax republicans taxes republican line house rate senate bill versions finish sprint
193,1,washingtontimes.com,-0.200000003,0,1.299999952,-0.259999994,meet fla school washington gun families students trump working white mass victims florida shooting
194,1,nytimes.com,0.100000002,1,1.200000048,0.120000007,support buoying tax gains republicans companies week public expect cut americans law bill overhaul
195,1,thehill.com,-0.400000006,0,2,-0.800000012,support prevent spending kavanaugh shutdown parties funding trump house senate white gop leader signs bill stopgap
196,1,cnn.com,0,0,1.399999976,0,president political middle promises good east trump promise donald capital peace jerusalem keeper
197,1,foxnews.com,0,0,0.600000024,0,mcconnell family immigration fox migration tally explosive chain american house white green cards releases immigrants issued
198,1,foxnews.com,-0.100000002,0,0.800000012,-0.080000002,track reform relief middle derail tax growth dont bills economic democrats senates middleclass myths believe small bill
199,1,usatoday.com,0,0,0.899999976,0,posts dow tax lower biggest progress investors stocks months rates optimism stock gain market bill record overhaul
200,1,thehill.com,0,0,1.600000024,0,enforcement state drug department heroin funding combat steps epidemic sessions million justice announces intel law opioid
201,1,thehill.com,0.100000002,1,0.600000024,0.060000003,president relief tax businesses unite legacy bill gop senators small vote americans taxreform cuts
202,1,thehill.com,0.100000002,1,1.5,0.150000002,winning president online hit expected cybermonday trump nearly holiday economy record thanks america americans
203,1,foxnews.com,0,0,0.899999976,0,president pages state federal tax regulations rules economic trumps administrative benefit code america assault
204,1,washingtontimes.com,-0.300000012,0,2,-0.600000024,president korea success visit talks china seoul trumps security donald nuclear korean north south
205,1,washingtontimes.com,-0.200000003,0,1.299999952,-0.259999994,buy reform state tax republicans backbone university taxes public showing endowments insurance states
206,1,thehill.com,0,0,1.399999976,0,relief plenty smallbusiness tax bills house senate small thankful businesses business owners
207,1,foxnews.com,0,0,0.300000012,0,finally reform looks tax lower cusp john code house economy fund law bill special rates
208,1,thehill.com,0.100000002,1,0.5,0.050000001,warming swamp federal washington research advisory scott agency drains funding epas global pruitt epa scientific
209,1,thehill.com,0,0,1.100000024,0,president regulatory fueling federal regulations growth credit economic democrats trump economy boosting administration business
210,1,thehill.com,-0.200000003,0,1.5,-0.300000005,result tragedies immigration migration chain borders immigrants law program lottery schumer gop america visa open seen
211,1,usatoday.com,0,0,1.799999952,0,hes head president secretary lilly agency drug ceo azar care drugmaker alex trump hhs health official nominated
212,1,thehill.com,-0.200000003,0,1.600000024,-0.32000001,finally president allies administration american trump credibility iran iranian restoring america deal united regime
213,1,thehill.com,0.5,1,2.5,1.25,day president act system times choice progress care process health honoring veterans va making
214,1,cnn.com,0,0,1.899999976,0,valor sacrifice medal today service public trump americas 12 americans san recipients bernardino awards
215,1,washingtonpost.com,-0.300000012,0,2,-0.600000024,details judges slash undocumented immigration doj backlog department court trump cases justice administration plan officials immigrants
216,1,foxnews.com,0,0,2.099999905,0,america chump korea president allies world shows military trumps trump policy asia north
217,1,washingtonpost.com,-0.400000006,0,2.299999952,-0.919999995,saipov state charges upgrade suspect vehicle prosecutors york murder city indictment truck authorities truckattack islamic death attack
218,1,nytimes.com,0,0,0.699999988,0,heres president potential mr judge judiciary trump reshaping white rapidly nominees hearings administration grassley
219,1,washingtontimes.com,0,0,1.200000048,0,moon missiles president korea visit military mr south japan trump purchase shoot equipment japanese north korean
220,1,foxnews.com,0.200000003,1,1.5,0.300000005,newt plan president tax growth income key ignore reaching trump rate higher gingrich cut experts cuts socalled
221,1,thehill.com,-0.400000006,0,2,-0.800000012,president expected including tax republicans wants trump christmas sign house plan bill mnuchin
222,1,usatoday.com,0,0,1,0,drugs fentanyl attorney illicit china drug analogues states heroin protecting strides deputy general americans opioid united making
223,1,foxnews.com,-0.300000012,0,2.400000095,-0.720000057,plan reform relief tax doesnt businesses families proposed trump senate principles democratic women corporate rates
224,1,washingtontimes.com,-0.600000024,0,3.200000048,-1.920000105,obamacare exchange shortage thats pay subsidies wont editorial theyre insurance costs villains round disaster
225,1,foxnews.com,0,0,1.799999952,0,vows cia president release transparency trump records delayed documents law released files jfk
